Title,Issn,SJR Best Quartile,Categories,Year
Annual Review of Genomics and Human Genetics,"15278204, 1545293X",Q1,Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1),2020
Clinical Psychology Review,"18737811, 02727358",Q1,Clinical Psychology (Q1); Psychiatry and Mental Health (Q1),2020
Annual Review of Nuclear and Particle Science,01638998,Q1,Nuclear and High Energy Physics (Q1),2020
Reviews in Mineralogy and Geochemistry,"15296466, 19432666",Q1,Geochemistry and Petrology (Q1),2020
Science Robotics,24709476,Q1,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Optimization (Q1); Mechanical Engineering (Q1),2020
Nature Reviews Nephrology,"1759507X, 17595061",Q1,Nephrology (Q1),2020
Annual Review of Virology,"23270578, 2327056X",Q1,Virology (Q1),2020
Nano Today,"1878044X, 17480132",Q1,Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1),2020
Molecular Neurodegeneration,17501326,Q1,Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1),2020
Genome Medicine,1756994X,Q1,Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1),2020
Nature Communications,20411723,Q1,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)",2020
ACS Nano,"1936086X, 19360851",Q1,Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physics and Astronomy (miscellaneous) (Q1),2020
Annual Review of Entomology,"00664170, 15454487",Q1,"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)",2020
Inventiones Mathematicae,"00209910, 14321297",Q1,Mathematics (miscellaneous) (Q1),2020
Blood,"15280020, 00064971",Q1,Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1),2020
International Organization,"15315088, 00208183",Q1,Law (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1),2020
Journal of the Academy of Marketing Science,"00920703, 15527824",Q1,Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1),2020
Nature Reviews Cardiology,"17595010, 17595002",Q1,Cardiology and Cardiovascular Medicine (Q1),2020
Hepatology,"02709139, 15273350",Q1,Hepatology (Q1); Medicine (miscellaneous) (Q1),2020
"Lancet HIV,The",23523018,Q1,Epidemiology (Q1); Immunology (Q1); Infectious Diseases (Q1); Virology (Q1),2020
American Journal of Psychiatry,"0002953X, 15357228",Q1,Psychiatry and Mental Health (Q1),2020
Journal of Financial Intermediation,"10960473, 10429573",Q1,Economics and Econometrics (Q1); Finance (Q1),2020
Nature Geoscience,"17520908, 17520894",Q1,Earth and Planetary Sciences (miscellaneous) (Q1),2020
Clinical Cancer Research,"10780432, 15573265",Q1,Cancer Research (Q1); Oncology (Q1),2020
Journal of Cell Biology,"15408140, 00219525",Q1,Cell Biology (Q1); Medicine (miscellaneous) (Q1),2020
Advanced Science,21983844,Q1,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemical Engineering (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)",2020
Nature Plants,"2055026X, 20550278",Q1,Plant Science (Q1),2020
Entrepreneurship Theory and Practice,"10422587, 15406520",Q1,Business and International Management (Q1); Economics and Econometrics (Q1),2020
"Lancet Haematology,The",23523026,Q1,Hematology (Q1),2020
American Economic Journal: Microeconomics,"19457669, 19457685",Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1)",2020
Biological Psychiatry,"00063223, 18732402",Q1,Biological Psychiatry (Q1),2020
Annual Review of Earth and Planetary Sciences,00846597,Q1,Astronomy and Astrophysics (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Space and Planetary Science (Q1),2020
Plant Cell,"1532298X, 10404651",Q1,Cell Biology (Q1); Plant Science (Q1),2020
JAMA Neurology,"21686157, 21686149",Q1,Neurology (clinical) (Q1),2020
Microbiome,20492618,Q1,Microbiology (Q1); Microbiology (medical) (Q1),2020
Developmental Cell,"15345807, 18781551",Q1,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Cell Biology (Q1); Developmental Biology (Q1); Molecular Biology (Q1)",2020
MIS Quarterly: Management Information Systems,"02767783, 21629730",Q1,Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1),2020
Perspectives on Psychological Science,"17456916, 17456924",Q1,Psychology (miscellaneous) (Q1),2020
Annual Review of Political Science,"10942939, 15451577",Q1,Sociology and Political Science (Q1),2020
Energy Storage Materials,24058297,Q1,"Energy Engineering and Power Technology (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)",2020
Wiley interdisciplinary reviews. RNA,"17577012, 17577004",Q1,Biochemistry (Q1); Molecular Biology (Q1),2020
Advances in Physics,"14606976, 00018732",Q1,Condensed Matter Physics (Q1),2020
Coordination Chemistry Reviews,00108545,Q1,Inorganic Chemistry (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1),2020
European Journal of Heart Failure,"13889842, 18790844",Q1,Cardiology and Cardiovascular Medicine (Q1),2020
Brain,"14602156, 00068950",Q1,Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1),2020
JAMA Internal Medicine,"21686114, 21686106",Q1,Internal Medicine (Q1),2020
Current Opinion in Cell Biology,"09550674, 18790410",Q1,Cell Biology (Q1),2020
Wiley Interdisciplinary Reviews: Computational Molecular Science,"17590876, 17590884",Q1,Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1),2020
Applied Physics Reviews,19319401,Q1,Physics and Astronomy (miscellaneous) (Q1),2020
Optica,23342536,Q1,"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)",2020
Molecular Psychiatry,"14765578, 13594184",Q1,Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Psychiatry and Mental Health (Q1),2020
Journal of Business and Economic Statistics,"07350015, 15372707",Q1,"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)",2020
Strategic Entrepreneurship Journal,"19324391, 1932443X",Q1,Business and International Management (Q1); Economics and Econometrics (Q1); Strategy and Management (Q1),2020
Journal for ImmunoTherapy of Cancer,20511426,Q1,Cancer Research (Q1); Immunology (Q1); Immunology and Allergy (Q1); Molecular Medicine (Q1); Oncology (Q1); Pharmacology (Q1),2020
Ophthalmology,"15494713, 01616420",Q1,Ophthalmology (Q1),2020
Proceedings of the National Academy of Sciences of the United States of America,"10916490, 00278424",Q1,Multidisciplinary (Q1),2020
Biological Reviews,"1469185X, 14647931",Q1,"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)",2020
Leadership Quarterly,10489843,Q1,Applied Psychology (Q1); Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1),2020
Journal of Monetary Economics,03043932,Q1,Economics and Econometrics (Q1); Finance (Q1),2020
Human Reproduction Update,"14602369, 13554786",Q1,Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1),2020
Cancer Immunology Research,"23266066, 23266074",Q1,Cancer Research (Q1); Immunology (Q1),2020
Journal of the American Statistical Association,"01621459, 1537274X",Q1,"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)",2020
International Review of Sport and Exercise Psychology,"1750984X, 17509858",Q1,Applied Psychology (Q1); Sports Science (Q1),2020
Annual Review of Pharmacology and Toxicology,"15454304, 03621642",Q1,Pharmacology (Q1); Toxicology (Q1),2020
Management Science,"00251909, 15265501",Q1,Management Science and Operations Research (Q1); Strategy and Management (Q1),2020
Review of Finance,"1573692X, 15723097",Q1,Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1),2020
EMBO Molecular Medicine,"17574676, 17574684",Q1,Molecular Medicine (Q1),2020
Circulation Research,"00097330, 15244571",Q1,Cardiology and Cardiovascular Medicine (Q1); Physiology (Q1),2020
ACS Catalysis,21555435,Q1,Catalysis (Q1); Chemistry (miscellaneous) (Q1),2020
"Lancet Gastroenterology and Hepatology, The",24681253,Q1,Gastroenterology (Q1); Hepatology (Q1),2020
ACS Central Science,"23747951, 23747943",Q1,Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1),2020
Nano Letters,"15306992, 15306984",Q1,Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nanoscience and Nanotechnology (Q1),2020
PLoS Medicine,"15491277, 15491676",Q1,Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1),2020
Journal of International Business Studies,"00472506, 14786990",Q1,"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)",2020
Seminars in Immunopathology,"18632297, 18632300",Q1,Immunology (Q1); Immunology and Allergy (Q1),2020
Annals of Neurology,"15318249, 03645134",Q1,Neurology (Q1); Neurology (clinical) (Q1),2020
Annual Review of Physical Chemistry,"0066426X, 15451593",Q1,Physical and Theoretical Chemistry (Q1),2020
Trends in Neurosciences,"01662236, 1878108X",Q1,Neuroscience (miscellaneous) (Q1),2020
Annual Review of Materials Research,"15317331, 15454118",Q1,Materials Science (miscellaneous) (Q1),2020
JAMA - Journal of the American Medical Association,"15383598, 00987484",Q1,Medicine (miscellaneous) (Q1),2020
Psychological Review,"19391471, 0033295X",Q1,History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1),2020
Economic Journal,"14680297, 00130133",Q1,Economics and Econometrics (Q1),2020
SIAM Review,"10957200, 00361445",Q1,Applied Mathematics (Q1); Computational Mathematics (Q1); Theoretical Computer Science (Q1),2020
Applied Catalysis B: Environmental,"18733883, 09263373",Q1,Catalysis (Q1); Environmental Science (miscellaneous) (Q1); Process Chemistry and Technology (Q1),2020
Small Methods,23669608,Q1,Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1),2020
Global Environmental Change,"09593780, 18729495",Q1,"Ecology (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1)",2020
Journal of Financial and Quantitative Analysis,"00221090, 17566916",Q1,Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1),2020
Critical Reviews in Biochemistry and Molecular Biology,"10409238, 15497798",Q1,Biochemistry (Q1); Molecular Biology (Q1),2020
Cement and Concrete Research,00088846,Q1,Building and Construction (Q1); Materials Science (miscellaneous) (Q1),2020
Foundations and Trends in Signal Processing,"19328346, 19328354",Q1,Signal Processing (Q1),2020
Journal of Economic Growth,"15737020, 13814338",Q1,Economics and Econometrics (Q1),2020
Molecular Plant,"16742052, 17529867",Q1,Molecular Biology (Q1); Plant Science (Q1),2020
Trends in Plant Science,"13601385, 18784372",Q1,Plant Science (Q1),2020
Journal of Differential Geometry,"0022040X, 1945743X",Q1,Algebra and Number Theory (Q1); Analysis (Q1); Geometry and Topology (Q1),2020
EMBO Reports,"14693178, 1469221X",Q1,Biochemistry (Q1); Genetics (Q1); Molecular Biology (Q1),2020
Economic Policy,"02664658, 14680327",Q1,"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)",2020
Journal of Thoracic Oncology,"15561380, 15560864",Q1,Medicine (miscellaneous) (Q1); Oncology (Q1); Pulmonary and Respiratory Medicine (Q1),2020
Leukemia,"08876924, 14765551",Q1,Anesthesiology and Pain Medicine (Q1); Cancer Research (Q1); Hematology (Q1); Oncology (Q1),2020
Journal of Occupational Health Psychology,"19391307, 10768998",Q1,"Applied Psychology (Q1); Public Health, Environmental and Occupational Health (Q1)",2020
Nature Sustainability,23989629,Q1,"Ecology (Q1); Food Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Renewable Energy, Sustainability and the Environment (Q1); Urban Studies (Q1)",2020
Persoonia: Molecular Phylogeny and Evolution of Fungi,00315850,Q1,"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)",2020
Trends in Microbiology,"18784380, 0966842X",Q1,Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Virology (Q1),2020
Annual Review of Criminology,25724568,Q1,Law (Q1),2020
International Journal of Management Reviews,"14608545, 14682370",Q1,Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),2020
Journal of Personality and Social Psychology,00223514,Q1,Social Psychology (Q1); Sociology and Political Science (Q1),2020
Journal of the American Society of Nephrology : JASN,"15333450, 10466673",Q1,Medicine (miscellaneous) (Q1); Nephrology (Q1),2020
Organization Studies,"17413044, 01708406",Q1,Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1),2020
Journal of Service Research,"10946705, 15527379",Q1,Information Systems (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1),2020
Journal of Consumer Psychology,"15327663, 10577408",Q1,Applied Psychology (Q1); Marketing (Q1),2020
ISME Journal,"17517362, 17517370",Q1,"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)",2020
Review of Accounting Studies,"15737136, 13806653",Q1,"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1)",2020
Theoretical Economics,15557561,Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1)",2020
Journal of Management Studies,"00222380, 14676486",Q1,Business and International Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),2020
Matrix Biology,"15691802, 0945053X",Q1,Molecular Biology (Q1),2020
Journal of the Association of Environmental and Resource Economists,"23335963, 23335955",Q1,"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1)",2020
Review of Asset Pricing Studies,"20459920, 20459939",Q1,Economics and Econometrics (Q1); Finance (Q1),2020
European Heart Journal,"15229645, 0195668X",Q1,Cardiology and Cardiovascular Medicine (Q1),2020
British Journal of Sports Medicine,"03063674, 14730480",Q1,"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)",2020
Materials Horizons,"20516347, 20516355",Q1,Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Process Chemistry and Technology (Q1),2020
Journal of Hematology and Oncology,17568722,Q1,Cancer Research (Q1); Hematology (Q1); Molecular Biology (Q1); Oncology (Q1),2020
Foundations and Trends in Machine Learning,"19358245, 19358237",Q1,Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1),2020
Review of Corporate Finance Studies,"20469136, 20469128",Q1,Business and International Management (Q1); Economics and Econometrics (Q1); Finance (Q1),2020
Signal Transduction and Targeted Therapy,"20593635, 20959907",Q1,Cancer Research (Q1); Genetics (Q1),2020
Progress in Human Geography,"14770288, 03091325",Q1,"Geography, Planning and Development (Q1)",2020
Cancer Treatment Reviews,"03057372, 15321967",Q1,"Medicine (miscellaneous) (Q1); Oncology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",2020
Sleep Medicine Reviews,"15322955, 10870792",Q1,Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Pulmonary and Respiratory Medicine (Q1),2020
Ecological Monographs,00129615,Q1,"Ecology, Evolution, Behavior and Systematics (Q1)",2020
Annual Review of Nutrition,"01999885, 15454312",Q1,Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1),2020
Current Opinion in Neurobiology,"09594388, 18736882",Q1,Neuroscience (miscellaneous) (Q1),2020
